,x,y
0,27.650337,53.373898
1,29.558271,54.102028
2,31.4662,54.83016
3,33.37413,55.55829
4,35.282066,56.28642
5,37.189995,57.01455
6,39.097923,57.74268
7,41.00586,58.47081
8,42.913788,59.198944
9,44.821724,59.92707
10,46.729652,60.655205
11,48.63758,61.38333
12,50.545517,62.111465
13,51.591053,64.66393
14,52.636585,67.2164
15,53.682117,69.76886
16,54.72765,72.32132
17,55.773182,74.87378
18,56.818718,77.42625
19,57.86425,79.978714
20,58.909782,82.53118
21,59.955322,85.08363
22,61.000854,87.63611
23,62.04639,90.188576
24,63.09192,92.74103
25,64.13745,95.293495
26,65.18299,97.84596
27,66.228516,100.39842
28,66.200554,98.2343
29,66.17258,96.07017
30,66.14461,93.90604
31,66.116646,91.74192
32,66.08867,89.57779
33,66.0607,87.41365
34,66.03273,85.249535
35,66.00476,83.0854
36,65.97679,80.92128
37,65.94882,78.75714
38,65.92085,76.593025
39,65.89288,74.428894
40,65.864914,72.26477
41,65.836945,70.10065
42,65.80897,67.93651
43,67.716896,68.66464
44,69.62483,69.39277
45,71.53276,70.1209
46,73.4407,70.84903
47,75.34862,71.57716
48,77.25656,72.3053
49,79.16449,73.033424
50,81.07242,73.76155
51,82.98035,74.489685
52,84.88829,75.21782
53,86.79621,75.945946
54,88.70415,76.67407
55,86.95795,74.46949
56,85.21175,72.2649
57,83.465546,70.06031
58,81.71934,67.85572
59,79.97314,65.65113
60,78.22693,63.446533
61,76.48073,61.241947
62,74.73453,59.037357
63,72.98832,56.832764
64,71.24212,54.628174
65,69.49592,52.423584
66,67.74971,50.218998
67,66.00351,48.01441
68,64.25731,45.80981
69,64.23109,43.780945
70,64.20487,41.75208
71,64.17865,39.723206
72,64.15243,37.694336
73,64.126205,35.66547
74,64.099976,33.636597
75,64.07375,31.607727
76,64.04754,29.578861
77,64.02132,27.54999
78,63.995094,25.521124
79,63.96887,23.492252
80,63.942642,21.46338
81,63.91642,19.434513
82,63.890205,17.405643
83,63.863983,15.376774
84,63.83776,13.347904
85,62.858345,14.512306
86,61.87893,15.676704
87,60.89952,16.841114
88,59.920105,18.005516
89,58.940693,19.16992
90,57.961277,20.334324
91,56.981857,21.498728
92,56.00244,22.663128
93,55.02303,23.827534
94,54.043617,24.991936
95,53.064205,26.156343
96,52.08479,27.320742
97,51.105377,28.485151
98,50.12596,29.649555
99,48.37976,27.444963
100,46.633556,25.24037
101,44.887356,23.035782
102,43.141155,20.831192
103,41.39495,18.626602
104,39.648746,16.42201
105,37.902542,14.2174225
106,36.15634,12.012829
107,34.41014,9.808239
108,32.66394,7.603649
109,30.917736,5.3990593
110,29.171535,3.1944656
111,27.425331,0.9898796
112,25.679127,-1.2147102
113,26.659317,1.1782265
114,27.639503,3.5711594
115,28.619696,5.9641
116,29.599882,8.357033
117,30.580067,10.749966
118,31.560259,13.142902
119,32.540443,15.535831
120,33.52063,17.928768
121,34.500824,20.321705
122,35.48101,22.71464
123,36.461193,25.107574
124,37.441383,27.500507
125,38.42157,29.893442
126,39.401756,32.286377
127,40.38195,34.679314
128,41.362133,37.072243
129,40.38272,38.236656
130,39.40331,39.40106
131,38.423893,40.56546
132,37.444473,41.729862
133,36.46506,42.894264
134,35.48565,44.058666
135,34.506233,45.223072
136,33.52682,46.387474
137,32.54741,47.551884
138,31.567995,48.716286
139,30.588583,49.88069
140,29.609169,51.04509
141,28.62975,52.20949
