,x,y
0,33.49189,66.41846
1,34.77011,66.3586
2,36.048325,66.29874
3,37.326538,66.23887
4,38.60476,66.17901
5,39.882973,66.11914
6,41.16119,66.05928
7,42.439407,65.99942
8,43.71762,65.93956
9,44.995842,65.87969
10,46.274055,65.819824
11,47.552273,65.759964
12,48.83049,65.7001
13,49.12722,68.10235
14,49.423946,70.504585
15,49.720676,72.90683
16,50.017403,75.309074
17,50.314133,77.7113
18,50.61086,80.11355
19,50.90759,82.51579
20,51.204315,84.91804
21,51.50105,87.32027
22,51.797775,89.72252
23,52.094505,92.12476
24,52.391235,94.52699
25,52.68796,96.92924
26,52.98469,99.33148
27,53.281418,101.73372
28,53.666405,99.29956
29,54.05139,96.86539
30,54.43638,94.43121
31,54.82137,91.997055
32,55.206356,89.56288
33,55.59134,87.12871
34,55.976326,84.69455
35,56.361313,82.260376
36,56.746304,79.8262
37,57.13129,77.39204
38,57.516277,74.95788
39,57.901264,72.523705
40,58.286247,70.08954
41,58.671234,67.655365
42,59.05622,65.2212
43,60.334435,65.16133
44,61.61265,65.10147
45,62.89087,65.04161
46,64.16909,64.98174
47,65.4473,64.92188
48,66.72552,64.862015
49,68.00374,64.802155
50,69.28195,64.742294
51,70.560165,64.68243
52,71.83839,64.62257
53,73.1166,64.5627
54,74.39482,64.50284
55,73.51333,62.818306
56,72.631836,61.13378
57,71.75034,59.44925
58,70.86885,57.76472
59,69.987366,56.080193
60,69.10587,54.395657
61,68.22438,52.71113
62,67.342896,51.0266
63,66.461395,49.34207
64,65.5799,47.657543
65,64.69842,45.97301
66,63.816925,44.288483
67,62.935432,42.603954
68,62.053944,40.91942
69,62.414867,38.63739
70,62.7758,36.355354
71,63.13672,34.073322
72,63.497646,31.791288
73,63.85857,29.509262
74,64.21949,27.227226
75,64.580414,24.945192
76,64.941345,22.663157
77,65.30227,20.381124
78,65.66319,18.099098
79,66.02412,15.817062
80,66.38504,13.53503
81,66.745964,11.252998
82,67.106895,8.970963
83,67.46782,6.6889305
84,67.82874,4.4068985
85,66.88422,6.1769447
86,65.93968,7.946987
87,64.99515,9.717045
88,64.05062,11.487091
89,63.106087,13.257141
90,62.161552,15.027187
91,61.217014,16.797237
92,60.272484,18.567284
93,59.32795,20.337336
94,58.38342,22.107382
95,57.43889,23.87743
96,56.494354,25.647476
97,55.549824,27.417532
98,54.60529,29.187578
99,53.7238,27.50305
100,52.842308,25.818516
101,51.96082,24.133987
102,51.079327,22.449457
103,50.197838,20.764929
104,49.316345,19.080399
105,48.434853,17.39587
106,47.55336,15.711338
107,46.67187,14.02681
108,45.790382,12.342278
109,44.90889,10.657749
110,44.0274,8.973217
111,43.14591,7.2886925
112,42.264416,5.604164
113,42.5426,7.856266
114,42.82078,10.108364
115,43.09897,12.360466
116,43.37715,14.612568
117,43.65533,16.86467
118,43.933517,19.116772
119,44.2117,21.368868
120,44.48988,23.62097
121,44.768066,25.873072
122,45.04625,28.125175
123,45.324432,30.377277
124,45.602615,32.62937
125,45.8808,34.881477
126,46.15898,37.13358
127,46.437164,39.38568
128,46.715347,41.63778
129,45.770817,43.407833
130,44.826283,45.17788
131,43.881752,46.94793
132,42.937214,48.717976
133,41.992683,50.48802
134,41.04815,52.25807
135,40.10362,54.02812
136,39.15909,55.79817
137,38.214554,57.568222
138,37.27002,59.33827
139,36.325493,61.10832
140,35.38096,62.878365
141,34.436424,64.648415
